,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"fc2_weight[0, 13]",-0.017,0.463,-0.533,0.778,0.227,0.173,5.0,31.0,2.28
"fc2_weight[0, 14]",-0.265,0.056,-0.37,-0.169,0.017,0.013,10.0,35.0,1.31
"fc2_weight[0, 15]",0.007,0.381,-0.661,0.622,0.185,0.141,5.0,24.0,2.95
"fc2_weight[0, 16]",0.102,0.716,-0.734,1.488,0.351,0.268,5.0,23.0,2.56
"fc2_weight[0, 17]",-0.03,0.274,-0.292,0.523,0.134,0.103,5.0,32.0,2.48
"fc2_weight[0, 18]",-0.197,0.606,-0.977,0.891,0.295,0.225,5.0,30.0,2.32
"fc2_weight[0, 19]",-0.008,0.753,-0.749,1.456,0.37,0.282,5.0,33.0,2.17
"fc2_weight[0, 20]",0.259,0.458,-0.328,0.95,0.225,0.172,5.0,21.0,2.8
"fc2_weight[0, 21]",-0.338,0.141,-0.531,-0.077,0.063,0.048,7.0,31.0,1.61
"fc2_weight[0, 22]",0.17,0.17,-0.148,0.369,0.083,0.063,5.0,22.0,2.19
"fc2_weight[0, 23]",-0.185,0.361,-0.769,0.392,0.176,0.134,5.0,30.0,2.87
"fc2_weight[0, 24]",0.067,0.147,-0.136,0.302,0.072,0.055,5.0,27.0,2.8
"fc2_weight[0, 25]",-0.118,0.3,-0.474,0.457,0.146,0.111,5.0,25.0,2.2
"fc2_weight[0, 26]",-0.172,0.329,-0.632,0.439,0.16,0.122,5.0,22.0,2.42
"fc2_weight[0, 27]",0.012,0.5,-0.8,0.836,0.243,0.185,5.0,22.0,2.76
fc2_weight_precision,7.271,3.13,2.274,12.533,1.098,0.806,8.0,34.0,1.49
noise_precision,21.314,15.052,2.1,49.333,2.433,1.734,64.0,236.0,1.05
sigma,0.197,0.005,0.188,0.206,0.002,0.001,10.0,30.0,1.33
