Z,A,pairing,shell,Mexp,Mth_ws4,ws4_residuals
35,71,0.0,3.7333333333333334,-56.5024,-56.8673,0.36489999999999867
28,72,1.0,0.0,-54.2261,-54.575,0.34890000000000043
29,72,-1.0,0.875,-59.783,-59.8497,0.06669999999999732
30,72,1.0,1.6,-68.1455,-67.6485,-0.4969999999999999
31,72,-1.0,2.25,-68.5883,-68.357,-0.2313000000000045
32,72,1.0,2.857142857142857,-72.5859,-72.4153,-0.1705999999999932
33,72,-1.0,3.4375,-68.2298,-68.3911,0.1612999999999971
34,72,1.0,3.75,-67.8682,-68.0556,0.18739999999999668
35,72,-1.0,3.9375,-59.0618,-59.3884,0.3265999999999991
36,72,1.0,4.0,-53.9406,-53.8532,-0.08740000000000236
28,73,0.0,0.0,-50.1082,-50.8236,0.7154000000000025
29,73,0.0,0.8571428571428571,-58.9874,-59.028,0.04059999999999775
30,73,0.0,1.5555555555555556,-65.5934,-65.4013,-0.19209999999999638
31,73,0.0,2.1818181818181817,-69.6993,-68.9575,-0.7417999999999978
32,73,0.0,2.769230769230769,-71.2975,-71.2978,0.0002999999999957481
33,73,0.0,3.3333333333333335,-70.9528,-71.0922,0.13940000000000907
34,73,0.0,3.8823529411764706,-68.2274,-68.8429,0.6154999999999973
35,73,0.0,4.117647058823529,-63.6458,-64.0913,0.44550000000000267
36,73,0.0,4.235294117647059,-56.5518,-56.9628,0.41100000000000136
37,73,0.0,4.235294117647059,-46.0116,-46.0369,0.025300000000001432
29,74,-1.0,0.8333333333333334,-56.0062,-56.148,0.14180000000000348
30,74,1.0,1.5,-65.7567,-65.5355,-0.22119999999999607
31,74,-1.0,2.1,-68.0496,-67.4818,-0.5677999999999912
32,74,1.0,2.6666666666666665,-73.4225,-72.8638,-0.5587000000000018
33,74,-1.0,3.2142857142857144,-70.8601,-71.052,0.19190000000000396
34,74,1.0,3.75,-72.2132,-72.3433,0.13009999999999877
35,74,-1.0,4.277777777777778,-65.2882,-65.6107,0.3224999999999909
36,74,1.0,4.444444444444445,-62.3318,-62.5279,0.19610000000000127
37,74,-1.0,4.5,-51.916,-50.9376,-0.9783999999999935
29,75,0.0,0.8,-54.4702,-54.8,0.32979999999999876
30,75,0.0,1.4285714285714286,-62.5589,-62.8954,0.3365000000000009
31,75,0.0,2.0,-68.4606,-67.9044,-0.556200000000004
32,75,0.0,2.5454545454545454,-71.857,-71.3248,-0.5322000000000031
33,75,0.0,3.076923076923077,-73.0342,-72.9123,-0.12189999999999657
34,75,0.0,3.6,-72.1695,-72.5376,0.3680999999999983
35,75,0.0,4.117647058823529,-69.107,-69.4272,0.3201999999999998
36,75,0.0,4.631578947368421,-64.3236,-64.4067,0.08310000000000173
37,75,0.0,4.7368421052631575,-57.2187,-57.1838,-0.034900000000000375
29,76,-1.0,0.75,-50.9816,-51.3739,0.39229999999999876
30,76,1.0,1.3333333333333333,-62.303,-62.4333,0.1303000000000054
31,76,-1.0,1.875,-66.2966,-66.1329,-0.16369999999999152
32,76,1.0,2.4,-73.2129,-72.5532,-0.6597000000000008
33,76,-1.0,2.9166666666666665,-72.2914,-72.2081,-0.08329999999999416
34,76,1.0,3.4285714285714284,-75.252,-75.2258,-0.026199999999988677
35,76,-1.0,3.9375,-70.2891,-70.4127,0.12359999999999616
36,76,1.0,4.444444444444445,-69.0137,-69.0996,0.0858999999999952
37,76,-1.0,4.95,-60.4791,-59.9207,-0.558400000000006
38,76,1.0,5.0,-54.2476,-54.1007,-0.14689999999999515
29,77,0.0,0.6666666666666666,-48.8628,-49.394,0.5311999999999983
30,77,0.0,1.2,-58.7892,-59.12,0.33079999999999643
31,77,0.0,1.7142857142857142,-65.9924,-65.9288,-0.0636000000000081
32,77,0.0,2.2222222222222223,-71.2129,-70.9891,-0.22380000000001132
33,77,0.0,2.727272727272727,-73.9163,-73.5036,-0.41270000000000095
34,77,0.0,3.230769230769231,-74.5995,-74.7345,0.1349999999999909
35,77,0.0,3.7333333333333334,-73.2348,-73.4092,0.17439999999999145
36,77,0.0,4.235294117647059,-70.1695,-70.2317,0.06220000000000425
37,77,0.0,4.7368421052631575,-64.8305,-65.0655,0.23499999999999943
38,77,0.0,5.238095238095238,-57.8034,-57.5373,-0.26610000000000156
29,78,-1.0,0.5,-44.7895,-45.5247,0.7352000000000061
30,78,1.0,1.0,-57.4832,-57.8861,0.4029000000000025
31,78,-1.0,1.5,-63.7041,-63.4446,-0.2594999999999956
32,78,1.0,2.0,-71.8621,-71.6462,-0.21590000000000487
33,78,-1.0,2.5,-72.817,-72.7598,-0.05719999999999459
34,78,1.0,3.0,-77.026,-76.776,-0.25
35,78,-1.0,3.5,-73.4522,-73.7001,0.24790000000000134
36,78,1.0,4.0,-74.1783,-74.0008,-0.17749999999999488
37,78,-1.0,4.5,-66.9354,-66.8412,-0.09420000000000073
38,78,1.0,5.0,-63.1739,-63.4982,0.3242999999999938
30,79,0.0,0.6666666666666666,-53.4323,-53.9782,0.5459000000000032
31,79,0.0,1.2,-62.5484,-62.4397,-0.10869999999999891
32,79,0.0,1.7142857142857142,-69.5272,-69.3554,-0.1717999999999904
33,79,0.0,2.2222222222222223,-73.6361,-73.7003,0.06419999999999959
34,79,0.0,2.727272727272727,-75.9175,-76.2093,0.29179999999999495
35,79,0.0,3.230769230769231,-76.0681,-76.1168,0.048699999999996635
36,79,0.0,3.7333333333333334,-74.4423,-74.4993,0.05700000000000216
37,79,0.0,4.235294117647059,-70.8028,-70.8395,0.03669999999999618
38,79,0.0,4.7368421052631575,-65.4797,-65.5521,0.0724000000000018
39,79,0.0,5.238095238095238,-57.8029,-57.9938,0.19089999999999918
30,80,1.0,0.0,-51.6486,-52.0409,0.39229999999999876
31,80,-1.0,0.75,-59.2237,-59.2615,0.03779999999999717
32,80,1.0,1.3333333333333333,-69.5353,-69.197,-0.3383000000000038
33,80,-1.0,1.875,-72.2146,-72.269,0.054400000000001114
34,80,1.0,2.4,-77.7595,-78.0005,0.24099999999999966
35,80,-1.0,2.9166666666666665,-75.889,-76.2818,0.39280000000000825
36,80,1.0,3.4285714285714284,-77.8935,-77.7765,-0.11700000000000443
37,80,-1.0,3.9375,-72.1755,-72.0902,-0.0853000000000037
38,80,1.0,4.444444444444445,-70.3115,-70.2657,-0.04579999999999984
39,80,-1.0,4.95,-61.1482,-60.6956,-0.4526000000000039
30,81,0.0,0.6666666666666666,-46.1997,-46.6083,0.40859999999999985
31,81,0.0,0.0,-57.628,-57.4782,-0.14979999999999905
32,81,0.0,0.8,-66.2917,-66.1326,-0.15910000000000935
33,81,0.0,1.4285714285714286,-72.5333,-72.3745,-0.15879999999999939
34,81,0.0,2.0,-76.389,-76.7735,0.38450000000000273
35,81,0.0,2.5454545454545454,-77.9771,-78.2844,0.3073000000000121
36,81,0.0,3.076923076923077,-77.6962,-78.0939,0.3977000000000004
37,81,0.0,3.6,-75.4567,-75.6372,0.1805000000000092
38,81,0.0,4.117647058823529,-71.5281,-71.8646,0.3365000000000009
39,81,0.0,4.631578947368421,-65.7129,-65.622,-0.09090000000000487
40,81,0.0,4.7368421052631575,-57.5244,-57.4467,-0.0777000000000001
30,82,1.0,1.0,-42.314,-42.959,0.6450000000000031
31,82,-1.0,0.75,-52.9307,-52.8902,-0.040500000000001535
32,82,1.0,0.0,-65.4151,-65.1213,-0.2937999999999903
33,82,-1.0,0.8333333333333334,-70.1054,-70.0956,-0.009799999999998477
34,82,1.0,1.5,-77.5939,-77.7441,0.1501999999999981
35,82,-1.0,2.1,-77.4987,-77.8441,0.34539999999999793
36,82,1.0,2.6666666666666665,-80.5918,-80.8561,0.26429999999999154
37,82,-1.0,3.2142857142857144,-76.1878,-76.6806,0.49280000000000257
38,82,1.0,3.75,-76.0101,-75.8957,-0.11439999999998918
39,82,-1.0,4.277777777777778,-68.0641,-68.0077,-0.05639999999999645
40,82,1.0,4.444444444444445,-63.6141,-63.5333,-0.08080000000000354
31,83,0.0,1.2,-49.2571,-49.5242,0.2670999999999992
32,83,0.0,0.8,-60.9764,-60.6904,-0.28600000000000136
33,83,0.0,0.0,-69.6693,-69.2805,-0.38880000000000337
34,83,0.0,0.8571428571428571,-75.3405,-75.6394,0.29889999999998906
35,83,0.0,1.5555555555555556,-79.0137,-79.0792,0.06550000000000011
36,83,0.0,2.1818181818181817,-79.9906,-80.6057,0.6150999999999982
37,83,0.0,2.769230769230769,-79.0706,-79.6869,0.6162999999999954
38,83,0.0,3.3333333333333335,-76.7976,-77.2282,0.4305999999999983
39,83,0.0,3.8823529411764706,-72.2057,-72.5459,0.34020000000001005
40,83,0.0,4.117647058823529,-65.9117,-66.1847,0.27300000000001035
31,84,-1.0,1.5,-44.0941,-44.1331,0.03900000000000148
32,84,1.0,1.3333333333333333,-58.1484,-58.1527,0.004300000000000637
33,84,-1.0,0.8333333333333334,-65.8536,-65.6356,-0.21800000000000352
34,84,1.0,0.0,-75.9477,-75.6373,-0.31040000000000134
35,84,-1.0,0.875,-77.7831,-77.8636,0.08050000000000068
36,84,1.0,1.6,-82.4393,-82.6667,0.22740000000000293
37,84,-1.0,2.25,-79.759,-80.232,0.472999999999999
38,84,1.0,2.857142857142857,-80.6496,-80.8942,0.24459999999999127
39,84,-1.0,3.4375,-73.8944,-74.3984,0.5039999999999907
40,84,1.0,3.75,-71.4217,-71.4399,0.01819999999999311
41,84,-1.0,3.9375,-61.1938,-60.9855,-0.20830000000000126
31,85,0.0,1.7142857142857142,-39.7441,-39.9102,0.16610000000000014
32,85,0.0,1.7142857142857142,-53.1234,-52.9557,-0.1676999999999964
33,85,0.0,1.4285714285714286,-63.1892,-63.3009,0.11169999999999902
34,85,0.0,0.8571428571428571,-72.4136,-72.1064,-0.3072000000000088
35,85,0.0,0.0,-78.5755,-78.1659,-0.40960000000001173
36,85,0.0,0.8888888888888888,-81.4803,-81.7425,0.2622000000000071
37,85,0.0,1.6363636363636365,-82.1673,-82.6045,0.43720000000000425
38,85,0.0,2.3076923076923075,-81.1033,-81.6731,0.5698000000000008
39,85,0.0,2.933333333333333,-77.8421,-78.3393,0.4971999999999923
40,85,0.0,3.3333333333333335,-73.1752,-73.4901,0.3148999999999944
41,85,0.0,3.6,-66.2797,-66.6337,0.3539999999999992
42,85,0.0,3.7333333333333334,-57.5098,-57.7988,0.2890000000000015
33,86,-1.0,1.875,-58.9622,-58.9169,-0.04530000000000456
34,86,1.0,1.5,-70.5032,-70.5642,0.06099999999999284
35,86,-1.0,0.875,-75.6323,-75.3299,-0.3024000000000058
36,86,1.0,0.0,-83.2657,-82.9414,-0.3242999999999938
37,86,-1.0,0.9,-82.747,-82.6163,-0.13070000000000448
38,86,1.0,1.6666666666666667,-84.5231,-84.8903,0.36719999999999686
39,86,-1.0,2.357142857142857,-79.2831,-79.8752,0.5921000000000021
40,86,1.0,2.857142857142857,-77.969,-78.0853,0.11630000000000962
41,86,-1.0,3.2142857142857144,-69.1341,-69.3795,0.2453999999999894
42,86,1.0,3.4285714285714284,-64.1109,-64.0031,-0.10779999999999745
33,87,0.0,2.2222222222222223,-55.6179,-55.8515,0.2336000000000027
34,87,0.0,2.0,-66.4261,-66.3513,-0.07480000000001041
35,87,0.0,1.5555555555555556,-73.8917,-73.8704,-0.021299999999996544
36,87,0.0,0.8888888888888888,-80.7095,-80.1821,-0.5274000000000001
37,87,0.0,0.0,-84.5978,-84.1826,-0.4152000000000129
38,87,0.0,0.9090909090909091,-84.8801,-85.2374,0.35729999999999507
39,87,0.0,1.6923076923076923,-83.0184,-83.3834,0.3649999999999949
40,87,0.0,2.3076923076923075,-79.3471,-79.7725,0.4253999999999962
41,87,0.0,2.769230769230769,-73.8745,-74.2458,0.37130000000000507
42,87,0.0,3.076923076923077,-66.8848,-67.2107,0.3259000000000043
43,87,0.0,3.230769230769231,-57.6901,-58.0559,0.3658000000000001
34,88,1.0,2.4,-63.8842,-64.1113,0.22710000000000008
35,88,-1.0,2.1,-70.716,-70.36,-0.35599999999999454
36,88,1.0,1.6,-79.6913,-79.3906,-0.300699999999992
37,88,-1.0,0.9,-82.609,-82.1327,-0.47629999999999484
38,88,1.0,0.0,-87.9216,-87.7209,-0.20069999999999766
39,88,-1.0,0.9166666666666666,-84.299,-84.5534,0.25439999999998975
40,88,1.0,1.6666666666666667,-83.6289,-84.0471,0.4181999999999988
41,88,-1.0,2.25,-76.1716,-76.4508,0.279200000000003
42,88,1.0,2.6666666666666665,-72.6866,-72.8731,0.18649999999999523
43,88,-1.0,2.9166666666666665,-61.6703,-61.9361,0.2658000000000058
34,89,0.0,2.727272727272727,-58.9924,-59.0022,0.009799999999998477
35,89,0.0,2.5454545454545454,-68.2743,-68.2661,-0.008200000000002206
36,89,0.0,2.1818181818181817,-76.5358,-75.9548,-0.5809999999999889
37,89,0.0,1.6363636363636365,-81.7124,-81.4517,-0.26069999999999993
38,89,0.0,0.9090909090909091,-86.209,-85.8222,-0.386800000000008
39,89,0.0,0.0,-87.7112,-87.3086,-0.40260000000000673
40,89,0.0,0.9090909090909091,-84.878,-85.4337,0.5557000000000016
41,89,0.0,1.6363636363636365,-80.6258,-80.9122,0.28640000000000043
42,89,0.0,2.1818181818181817,-75.0149,-75.2615,0.24660000000000082
43,89,0.0,2.5454545454545454,-67.3949,-67.9139,0.5189999999999912
44,89,0.0,2.727272727272727,-58.3694,-58.4372,0.0677999999999983
35,90,-1.0,2.9166666666666665,-64.0003,-63.9378,-0.062499999999992895
36,90,1.0,2.6666666666666665,-74.9593,-74.5962,-0.36310000000000286
37,90,-1.0,2.25,-79.3656,-78.718,-0.6475999999999971
38,90,1.0,1.6666666666666667,-85.9509,-85.8783,-0.07260000000000844
39,90,-1.0,0.9166666666666666,-86.4969,-86.1052,-0.39170000000000016
40,90,1.0,0.0,-88.7725,-88.9255,0.1530000000000058
41,90,-1.0,0.9,-82.6615,-82.942,0.2804999999999893
42,90,1.0,1.6,-80.1725,-80.2168,0.04430000000000689
43,90,-1.0,2.1,-70.7247,-70.9745,0.24980000000000757
44,90,1.0,2.4,-64.8838,-65.1693,0.2855000000000132
35,91,0.0,3.230769230769231,-61.1073,-61.0131,-0.09420000000000073
36,91,0.0,3.076923076923077,-70.974,-70.4708,-0.5032000000000068
37,91,0.0,2.769230769230769,-77.745,-77.5495,-0.19550000000000978
38,91,0.0,2.3076923076923075,-83.652,-83.1915,-0.46049999999999613
39,91,0.0,1.6923076923076923,-86.3513,-86.2813,-0.06999999999999318
40,91,0.0,0.9090909090909091,-87.8956,-87.8914,-0.004199999999997317
41,91,0.0,0.0,-86.638,-86.6278,-0.010200000000011755
42,91,0.0,0.8888888888888888,-82.2088,-82.3381,0.12930000000000064
43,91,0.0,1.5555555555555556,-75.9867,-76.1646,0.17789999999999395
44,91,0.0,2.0,-68.2398,-68.5745,0.334699999999998
35,92,-1.0,3.5,-56.2328,-56.1822,-0.05059999999999576
36,92,1.0,3.4285714285714284,-68.7693,-68.4008,-0.3684999999999974
37,92,-1.0,3.2142857142857144,-74.7724,-74.2836,-0.4887999999999977
38,92,1.0,2.857142857142857,-82.8674,-82.7538,-0.11360000000000525
39,92,-1.0,2.357142857142857,-84.8165,-84.3382,-0.4783000000000044
40,92,1.0,1.6666666666666667,-88.459,-88.7979,0.3388999999999953
41,92,-1.0,0.9,-86.4533,-86.3398,-0.11350000000000193
42,92,1.0,0.0,-86.8086,-86.6953,-0.1132999999999953
43,92,-1.0,0.875,-78.9257,-78.8793,-0.04640000000000555
44,92,1.0,1.5,-74.3012,-74.5172,0.21600000000000819
45,92,-1.0,1.875,-62.9991,-63.1411,0.142000000000003
36,93,0.0,3.7333333333333334,-64.136,-63.6344,-0.5015999999999963
37,93,0.0,3.6,-72.6199,-72.5152,-0.10470000000000823
38,93,0.0,3.3333333333333335,-80.0858,-79.7369,-0.34890000000000043
39,93,0.0,2.933333333333333,-84.2272,-84.1187,-0.10849999999999227
40,93,0.0,2.3076923076923075,-87.122,-86.9984,-0.12359999999999616
41,93,0.0,1.6363636363636365,-87.2128,-87.4345,0.22169999999999845
42,93,0.0,0.8888888888888888,-86.8071,-86.4915,-0.31560000000000343
43,93,0.0,0.0,-83.6061,-83.3528,-0.25329999999999586
44,93,0.0,0.8571428571428571,-77.2167,-77.3615,0.1448000000000036
45,93,0.0,1.4285714285714286,-69.0118,-69.3799,0.36810000000001253
36,94,1.0,4.0,-61.3478,-60.7855,-0.5623000000000005
37,94,-1.0,3.9375,-68.5628,-68.4429,-0.11990000000000123
38,94,1.0,3.75,-78.8457,-78.8499,0.004200000000011528
39,94,-1.0,3.4375,-82.3515,-81.8726,-0.4788999999999959
40,94,1.0,2.857142857142857,-87.2693,-87.5129,0.2436000000000007
41,94,-1.0,2.25,-86.3691,-86.3556,-0.013500000000007617
42,94,1.0,1.6,-88.4141,-88.411,-0.0031000000000034333
43,94,-1.0,0.875,-84.1583,-83.9485,-0.20980000000000132
44,94,1.0,0.0,-82.5836,-82.4002,-0.183400000000006
45,94,-1.0,0.8333333333333334,-72.9076,-72.8381,-0.069500000000005
46,94,1.0,1.3333333333333333,-66.1023,-66.5517,0.44939999999999714
36,95,0.0,4.235294117647059,-56.1589,-56.0742,-0.0847000000000051
37,95,0.0,4.235294117647059,-65.8903,-65.6734,-0.21689999999999543
38,95,0.0,4.117647058823529,-75.1173,-74.9047,-0.2125999999999948
39,95,0.0,3.8823529411764706,-81.2079,-81.1977,-0.010199999999997544
40,95,0.0,3.3333333333333335,-85.6599,-85.4058,-0.254099999999994
41,95,0.0,2.769230769230769,-86.7863,-87.0365,0.25020000000000664
42,95,0.0,2.1818181818181817,-87.7119,-87.4693,-0.24259999999999593
43,95,0.0,1.5555555555555556,-86.0214,-86.088,0.066599999999994
44,95,0.0,0.8571428571428571,-83.4578,-83.1941,-0.26370000000000005
45,95,0.0,0.0,-78.3406,-78.0835,-0.2570999999999941
46,95,0.0,0.8,-69.9659,-70.2262,0.26030000000000086
36,96,1.0,4.444444444444445,-53.0817,-53.5001,0.41840000000000543
37,96,-1.0,4.5,-61.3544,-61.3681,0.013700000000000045
38,96,1.0,4.444444444444445,-72.9182,-72.8004,-0.11780000000000257
39,96,-1.0,4.277777777777778,-78.33,-77.9522,-0.3777999999999935
40,96,1.0,3.75,-85.4389,-85.4532,0.014299999999991542
41,96,-1.0,3.2142857142857144,-85.6028,-85.5711,-0.03170000000000073
42,96,1.0,2.6666666666666665,-88.7949,-88.8238,0.028900000000007253
43,96,-1.0,2.1,-85.8216,-85.8287,0.007099999999994111
44,96,1.0,1.5,-86.0804,-86.1053,0.024900000000002365
45,96,-1.0,0.8333333333333334,-79.6877,-79.5285,-0.15920000000001266
46,96,1.0,0.0,-76.1834,-76.0962,-0.08720000000000994
47,96,-1.0,0.75,-64.5116,-64.5081,-0.003500000000002501
37,97,0.0,4.7368421052631575,-58.5191,-59.0115,0.4923999999999964
38,97,0.0,4.7368421052631575,-68.5807,-68.382,-0.1986999999999881
39,97,0.0,4.631578947368421,-76.1155,-75.9702,-0.14529999999999177
40,97,0.0,4.117647058823529,-82.9367,-82.2976,-0.6390999999999991
41,97,0.0,3.6,-85.6028,-85.7896,0.18679999999999097
42,97,0.0,3.076923076923077,-87.5447,-87.4064,-0.13830000000000098
43,97,0.0,2.5454545454545454,-87.2244,-87.3524,0.1280000000000001
44,97,0.0,2.0,-86.1206,-86.0048,-0.11579999999999302
45,97,0.0,1.4285714285714286,-82.5976,-82.6769,0.07930000000000348
46,97,0.0,0.8,-77.8059,-77.72,-0.0858999999999952
47,97,0.0,0.0,-70.904,-70.6676,-0.23640000000000327
37,98,-1.0,4.95,-54.3692,-54.6426,0.2734000000000023
38,98,1.0,5.0,-66.4224,-66.866,0.44360000000000355
39,98,-1.0,4.95,-72.2887,-72.1859,-0.102800000000002
40,98,1.0,4.444444444444445,-81.2818,-81.022,-0.2597999999999985
41,98,-1.0,3.9375,-83.5246,-83.3552,-0.1694000000000102
42,98,1.0,3.4285714285714284,-88.116,-88.2084,0.09239999999999782
43,98,-1.0,2.9166666666666665,-86.4322,-86.5439,0.11169999999999902
44,98,1.0,2.4,-88.2249,-88.1925,-0.032400000000009754
45,98,-1.0,1.875,-83.1752,-83.2409,0.06569999999999254
46,98,1.0,1.3333333333333333,-81.321,-81.5175,0.19650000000000034
47,98,-1.0,0.75,-73.0664,-72.8849,-0.18149999999999977
48,98,1.0,0.0,-67.6364,-67.5466,-0.08979999999999677
37,99,0.0,5.142857142857143,-51.1212,-51.4884,0.36719999999999686
38,99,0.0,5.238095238095238,-62.5185,-62.6936,0.17510000000000048
39,99,0.0,5.238095238095238,-70.6437,-70.6148,-0.028899999999993042
40,99,0.0,4.7368421052631575,-77.6167,-77.5733,-0.04339999999999122
41,99,0.0,4.235294117647059,-82.3353,-82.4477,0.11239999999999384
42,99,0.0,3.7333333333333334,-85.9701,-86.0437,0.073599999999999
43,99,0.0,3.230769230769231,-87.3279,-87.5233,0.19540000000000646
44,99,0.0,2.727272727272727,-87.6254,-87.4557,-0.16970000000000596
45,99,0.0,2.2222222222222223,-85.5845,-85.6453,0.06080000000000041
46,99,0.0,1.7142857142857142,-82.1829,-82.2559,0.07299999999999329
47,99,0.0,1.2,-76.7125,-76.8812,0.16870000000000118
48,99,0.0,0.6666666666666666,-69.9311,-69.9426,0.011499999999998067
37,100,-1.0,5.318181818181818,-46.2659,-46.5487,0.2827999999999946
38,100,1.0,5.454545454545454,-59.8175,-60.3477,0.5302000000000007
39,100,-1.0,5.5,-67.3212,-67.189,-0.13220000000001164
40,100,1.0,5.0,-76.3727,-76.4513,0.07860000000000866
41,100,-1.0,4.5,-79.7912,-79.9436,0.1524000000000001
42,100,1.0,4.0,-86.193,-86.1323,-0.06069999999999709
43,100,-1.0,3.5,-86.021,-85.9511,-0.06990000000000407
44,100,1.0,3.0,-89.2274,-89.0186,-0.20879999999999654
45,100,-1.0,2.5,-85.5911,-85.6006,0.009500000000002728
46,100,1.0,2.0,-85.2127,-85.3431,0.13040000000000873
47,100,-1.0,1.5,-78.138,-78.2534,0.11539999999999395
48,100,1.0,1.0,-74.1946,-74.5173,0.32270000000001176
49,100,-1.0,0.5,-64.1781,-63.9741,-0.20400000000000063
37,101,0.0,5.478260869565218,-42.5674,-42.7343,0.16689999999999827
38,101,0.0,5.6521739130434785,-55.3249,-55.6417,0.31680000000000064
39,101,0.0,5.739130434782608,-65.0548,-65.0686,0.013800000000003365
40,101,0.0,5.238095238095238,-73.161,-72.9936,-0.16740000000000066
41,101,0.0,4.7368421052631575,-78.8915,-79.0581,0.16660000000000252
42,101,0.0,4.235294117647059,-83.52,-83.805,0.2850000000000108
43,101,0.0,3.7333333333333334,-86.3446,-86.2904,-0.054199999999994475
44,101,0.0,3.230769230769231,-87.9581,-87.8238,-0.1342999999999961
45,101,0.0,2.727272727272727,-87.4124,-87.4236,0.011199999999988108
46,101,0.0,2.2222222222222223,-85.4321,-85.5059,0.07379999999999143
47,101,0.0,1.7142857142857142,-81.3344,-81.5606,0.22619999999999152
48,101,0.0,1.2,-75.8365,-76.0655,0.2289999999999992
49,101,0.0,0.6666666666666666,-68.5449,-68.7382,0.1933000000000078
37,102,-1.0,5.625,-37.2523,-37.0815,-0.17079999999999984
38,102,1.0,5.833333333333333,-52.1593,-52.6712,0.5118999999999971
39,102,-1.0,5.958333333333333,-61.1726,-61.15,-0.022600000000004172
40,102,1.0,5.454545454545454,-71.5814,-71.6098,0.028400000000004866
41,102,-1.0,4.95,-76.2983,-76.1253,-0.17300000000000182
42,102,1.0,4.444444444444445,-83.5609,-83.6669,0.10599999999999454
43,102,-1.0,3.9375,-84.5729,-84.6632,0.09029999999999916
44,102,1.0,3.4285714285714284,-89.1064,-88.8113,-0.2950999999999908
45,102,-1.0,2.9166666666666665,-86.7833,-86.9051,0.12180000000000746
46,102,1.0,2.4,-87.903,-88.0573,0.1542999999999921
47,102,-1.0,1.875,-82.2467,-82.3675,0.12080000000000268
48,102,1.0,1.3333333333333333,-79.6597,-79.991,0.3312999999999988
49,102,-1.0,0.75,-70.6949,-70.8656,0.17069999999999652
39,103,0.0,6.16,-58.457,-58.4311,-0.025900000000000034
40,103,0.0,5.6521739130434785,-67.809,-67.8335,0.024500000000003297
41,103,0.0,5.142857142857143,-75.0287,-74.6557,-0.37300000000000466
42,103,0.0,4.631578947368421,-80.9543,-80.8714,-0.0829000000000093
43,103,0.0,4.117647058823529,-84.6039,-84.7115,0.10760000000000502
44,103,0.0,3.6,-87.2672,-87.0785,-0.1886999999999972
45,103,0.0,3.076923076923077,-88.0317,-88.0236,-0.008099999999998886
46,103,0.0,2.5454545454545454,-87.457,-87.6198,0.16280000000000427
47,103,0.0,2.0,-84.8027,-85.1006,0.2978999999999985
48,103,0.0,1.4285714285714286,-80.6516,-80.9372,0.2856000000000023
49,103,0.0,0.8,-74.6324,-75.0197,0.3872999999999962
40,104,1.0,5.833333333333333,-65.7177,-65.875,0.15730000000000643
41,104,-1.0,5.318181818181818,-71.811,-71.5187,-0.29230000000001155
42,104,1.0,4.8,-80.3437,-80.0989,-0.2447999999999979
43,104,-1.0,4.277777777777778,-82.499,-82.6125,0.11350000000000193
44,104,1.0,3.75,-88.0958,-87.8098,-0.28600000000000136
45,104,-1.0,3.2142857142857144,-86.9593,-86.9954,0.036100000000004684
46,104,1.0,2.6666666666666665,-89.3951,-89.3997,0.004599999999996385
47,104,-1.0,2.1,-85.1165,-85.3276,0.21110000000000184
48,104,1.0,1.5,-83.9684,-84.2894,0.32099999999999795
49,104,-1.0,0.8333333333333334,-76.1827,-76.5633,0.38060000000000116
50,104,1.0,0.0,-71.6271,-71.9837,0.35660000000000025
40,105,0.0,6.0,-61.4583,-61.243,-0.21529999999999916
41,105,0.0,5.478260869565218,-69.9155,-69.6835,-0.23199999999999932
42,105,0.0,4.9523809523809526,-77.3308,-76.8914,-0.439399999999992
43,105,0.0,4.421052631578948,-82.2863,-81.9992,-0.28709999999999525
44,105,0.0,3.8823529411764706,-85.9345,-85.8285,-0.10599999999999454
45,105,0.0,3.3333333333333335,-87.8513,-87.6395,-0.21179999999999666
46,105,0.0,2.769230769230769,-88.4179,-88.5214,0.10349999999999682
47,105,0.0,2.1818181818181817,-87.0708,-87.3158,0.24499999999999034
48,105,0.0,1.5555555555555556,-84.3338,-84.6753,0.34149999999999636
49,105,0.0,0.8571428571428571,-79.6406,-80.0929,0.45229999999999393
50,105,0.0,0.0,-73.338,-73.7698,0.43180000000000973
51,105,0.0,0.8,-64.0155,-64.1331,0.11759999999999593
41,106,-1.0,5.625,-66.2027,-65.7584,-0.44429999999999836
42,106,1.0,5.090909090909091,-76.128,-75.6497,-0.4783000000000044
43,106,-1.0,4.55,-79.7763,-79.4752,-0.30110000000000525
44,106,1.0,4.0,-86.3233,-85.9909,-0.3324000000000069
45,106,-1.0,3.4375,-86.3627,-86.3499,-0.01279999999999859
46,106,1.0,2.857142857142857,-89.9075,-89.8598,-0.04769999999999186
47,106,-1.0,2.25,-86.9424,-87.1196,0.17719999999999914
48,106,1.0,1.6,-87.1322,-87.3105,0.17830000000000723
49,106,-1.0,0.875,-80.6082,-81.0023,0.3941000000000088
50,106,1.0,0.0,-77.3537,-77.9838,0.6300999999999988
51,106,-1.0,0.8333333333333334,-66.4733,-66.4714,-0.0018999999999920192
41,107,0.0,5.76,-63.7238,-63.1571,-0.5666999999999973
42,107,0.0,5.217391304347826,-72.545,-72.017,-0.5280000000000058
43,107,0.0,4.666666666666667,-78.75,-78.3984,-0.3516000000000048
44,107,0.0,4.105263157894737,-83.8626,-83.5743,-0.28830000000000666
45,107,0.0,3.5294117647058822,-86.8637,-86.6708,-0.19289999999999452
46,107,0.0,2.933333333333333,-88.3727,-88.5107,0.13800000000000523
