,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"fc1_weight[6, 0]",-0.072,0.692,-1.275,1.06,0.283,0.211,7.0,22.0,1.62
"fc1_weight[6, 1]",0.258,0.475,-0.503,0.994,0.177,0.13,9.0,121.0,1.37
"fc1_weight[6, 2]",-0.241,0.585,-1.358,0.886,0.173,0.125,11.0,39.0,1.27
"fc1_weight[6, 3]",0.219,0.541,-0.854,1.216,0.126,0.09,19.0,37.0,1.17
"fc1_weight[7, 0]",-0.215,0.699,-1.304,1.02,0.277,0.206,7.0,21.0,1.59
"fc1_weight[7, 1]",0.308,0.286,-0.426,0.748,0.062,0.045,21.0,20.0,1.26
"fc1_weight[7, 2]",-0.045,0.319,-0.641,0.529,0.039,0.028,39.0,258.0,1.09
"fc1_weight[7, 3]",-0.236,0.603,-1.784,0.693,0.238,0.189,10.0,11.0,1.52
"fc1_weight[8, 0]",-0.565,0.5,-1.436,0.184,0.223,0.168,5.0,26.0,2.06
"fc1_weight[8, 1]",0.24,0.223,-0.133,0.588,0.103,0.078,5.0,33.0,2.18
"fc1_weight[8, 2]",-0.071,0.232,-0.536,0.315,0.076,0.056,10.0,65.0,1.33
"fc1_weight[8, 3]",-0.537,0.725,-1.97,0.504,0.338,0.256,5.0,38.0,2.24
"fc1_weight[9, 0]",-0.509,0.254,-0.954,-0.093,0.093,0.069,7.0,36.0,1.57
"fc1_weight[9, 1]",0.243,0.173,-0.025,0.551,0.075,0.056,5.0,21.0,2.31
"fc1_weight[9, 2]",-0.017,0.301,-0.514,0.662,0.109,0.08,7.0,36.0,1.5
"fc1_weight[9, 3]",-0.609,0.851,-2.027,0.639,0.382,0.288,5.0,35.0,2.08
"fc1_weight[10, 0]",0.191,0.438,-0.464,0.973,0.167,0.124,7.0,70.0,1.52
"fc1_weight[10, 1]",0.09,0.413,-0.513,1.173,0.155,0.115,6.0,19.0,1.75
"fc1_weight[10, 2]",-0.091,0.379,-0.831,0.585,0.108,0.079,12.0,42.0,1.28
"fc1_weight[10, 3]",-0.821,0.891,-2.389,0.582,0.387,0.29,6.0,49.0,1.74
"fc1_weight[11, 0]",0.183,0.93,-1.037,1.904,0.439,0.333,5.0,39.0,2.27
"fc1_weight[11, 1]",0.212,0.362,-0.496,0.671,0.167,0.126,7.0,45.0,1.56
"fc1_weight[11, 2]",0.185,0.319,-0.399,0.786,0.091,0.066,12.0,117.0,1.25
"fc1_weight[11, 3]",0.436,0.501,-0.423,1.4,0.18,0.132,8.0,50.0,1.41
"fc1_weight[12, 0]",0.122,0.684,-1.014,1.114,0.326,0.248,5.0,21.0,2.12
"fc1_weight[12, 1]",-0.013,0.294,-0.449,0.472,0.141,0.107,5.0,26.0,2.45
"fc1_weight[12, 2]",0.322,0.394,-0.236,1.161,0.149,0.11,7.0,34.0,1.61
"fc1_weight[12, 3]",0.087,0.712,-1.096,1.322,0.312,0.234,6.0,15.0,1.93
"fc1_weight[13, 0]",0.282,0.535,-0.822,1.224,0.249,0.189,5.0,16.0,2.82
"fc1_weight[13, 1]",-0.055,0.179,-0.403,0.302,0.083,0.062,5.0,15.0,2.73
"fc1_weight[13, 2]",-0.034,0.245,-0.559,0.401,0.096,0.071,6.0,24.0,1.68
"fc1_weight[13, 3]",-0.104,0.536,-1.141,0.754,0.251,0.191,5.0,22.0,2.39
"fc1_weight[14, 0]",0.197,0.455,-0.777,1.012,0.123,0.089,14.0,35.0,1.47
"fc1_weight[14, 1]",0.013,0.452,-0.541,0.903,0.199,0.15,6.0,49.0,1.74
"fc1_weight[14, 2]",-0.026,0.465,-0.798,0.788,0.137,0.099,12.0,155.0,1.28
"fc1_weight[14, 3]",-0.046,0.785,-1.487,1.192,0.281,0.206,8.0,50.0,1.44
"fc1_weight[15, 0]",-0.241,0.483,-1.23,0.516,0.164,0.12,9.0,49.0,1.37
"fc1_weight[15, 1]",-0.154,0.52,-1.055,0.829,0.236,0.178,5.0,28.0,2.36
"fc1_weight[15, 2]",-0.085,0.439,-0.784,0.835,0.158,0.117,8.0,31.0,1.46
"fc1_weight[15, 3]",0.274,0.761,-0.968,1.634,0.316,0.236,6.0,50.0,1.66
"fc1_weight[16, 0]",-0.007,0.832,-1.299,1.517,0.386,0.292,5.0,25.0,2.16
"fc1_weight[16, 1]",-0.202,0.317,-0.798,0.333,0.149,0.113,5.0,32.0,2.69
"fc1_weight[16, 2]",-0.039,0.251,-0.53,0.405,0.058,0.042,18.0,56.0,1.16
"fc1_weight[16, 3]",0.399,0.527,-0.878,1.302,0.184,0.135,7.0,39.0,1.56
"fc1_weight[17, 0]",-0.586,0.735,-1.873,0.649,0.32,0.24,6.0,19.0,1.68
"fc1_weight[17, 1]",0.259,0.233,0.014,0.682,0.079,0.058,6.0,52.0,1.74
"fc1_weight[17, 2]",0.267,0.349,-0.432,0.906,0.108,0.079,9.0,33.0,1.33
"fc1_weight[17, 3]",0.356,0.604,-0.752,1.399,0.214,0.157,9.0,35.0,1.44
"fc1_weight[18, 0]",0.132,0.635,-1.014,0.972,0.273,0.205,7.0,60.0,1.62
"fc1_weight[18, 1]",0.11,0.649,-0.705,1.451,0.3,0.227,6.0,33.0,2.2
"fc1_weight[18, 2]",-0.322,0.551,-1.427,0.532,0.198,0.146,8.0,47.0,1.43
"fc1_weight[18, 3]",0.524,0.602,-0.737,1.454,0.176,0.128,14.0,32.0,1.21
"fc1_weight[19, 0]",0.189,0.504,-0.841,1.103,0.175,0.129,8.0,43.0,1.45
"fc1_weight[19, 1]",0.131,0.491,-0.777,0.989,0.212,0.159,6.0,20.0,1.94
"fc1_weight[19, 2]",0.088,0.444,-0.847,0.837,0.102,0.073,18.0,159.0,1.17
"fc1_weight[19, 3]",0.343,0.733,-0.878,1.729,0.269,0.198,8.0,115.0,1.48
"fc1_weight[20, 0]",0.387,0.505,-0.395,1.306,0.219,0.164,6.0,30.0,1.83
"fc1_weight[20, 1]",-0.089,0.325,-0.549,0.582,0.149,0.113,5.0,28.0,2.03
"fc1_weight[20, 2]",0.009,0.298,-0.554,0.631,0.093,0.068,10.0,38.0,1.32
"fc1_weight[20, 3]",0.011,0.458,-0.686,0.85,0.179,0.132,7.0,44.0,1.52
"fc1_weight[21, 0]",-0.458,0.699,-1.973,0.808,0.27,0.204,7.0,21.0,1.54
"fc1_weight[21, 1]",0.123,0.406,-0.956,0.486,0.145,0.106,8.0,28.0,1.48
"fc1_weight[21, 2]",0.019,0.465,-0.753,0.868,0.154,0.112,9.0,34.0,1.39
"fc1_weight[21, 3]",0.553,0.593,-0.75,1.618,0.11,0.084,31.0,22.0,1.38
"fc1_weight[22, 0]",0.188,0.484,-0.225,1.202,0.225,0.17,5.0,38.0,2.18
"fc1_weight[22, 1]",-0.08,0.232,-0.574,0.149,0.108,0.082,5.0,38.0,2.62
"fc1_weight[22, 2]",-0.023,0.24,-0.436,0.445,0.091,0.067,7.0,37.0,1.59
"fc1_weight[22, 3]",0.591,0.797,-0.516,1.905,0.373,0.282,5.0,11.0,2.56
"fc1_weight[23, 0]",-0.334,0.968,-2.046,1.149,0.45,0.341,5.0,24.0,2.27
"fc1_weight[23, 1]",-0.066,0.536,-1.057,0.734,0.228,0.171,5.0,52.0,2.05
"fc1_weight[23, 2]",-0.092,0.379,-0.968,0.541,0.107,0.078,12.0,55.0,1.28
"fc1_weight[23, 3]",0.233,0.601,-0.865,1.279,0.228,0.169,7.0,55.0,1.51
"fc1_weight[24, 0]",0.44,0.401,-0.182,1.312,0.175,0.131,5.0,14.0,2.17
"fc1_weight[24, 1]",-0.127,0.352,-0.693,0.562,0.165,0.125,5.0,31.0,2.24
"fc1_weight[24, 2]",0.023,0.668,-1.263,1.06,0.305,0.231,5.0,30.0,2.07
"fc1_weight[24, 3]",-0.127,0.335,-0.791,0.304,0.135,0.101,7.0,83.0,1.55
"fc1_weight[25, 0]",-0.442,0.383,-1.183,0.221,0.155,0.115,6.0,25.0,1.78
"fc1_weight[25, 1]",0.009,0.247,-0.444,0.376,0.113,0.085,5.0,17.0,2.44
"fc1_weight[25, 2]",-0.008,0.444,-0.817,0.756,0.182,0.136,6.0,35.0,1.78
"fc1_weight[25, 3]",-0.165,0.387,-1.012,0.457,0.149,0.11,8.0,25.0,1.48
"fc1_weight[26, 0]",0.425,0.957,-0.834,2.386,0.446,0.338,5.0,15.0,2.56
"fc1_weight[26, 1]",-0.137,0.381,-0.657,0.49,0.176,0.133,6.0,29.0,1.8
"fc1_weight[26, 2]",0.137,0.493,-0.69,1.16,0.177,0.13,9.0,34.0,1.38
"fc1_weight[26, 3]",0.306,0.489,-0.494,1.227,0.181,0.134,8.0,79.0,1.47
"fc1_weight[27, 0]",0.001,0.513,-0.84,0.773,0.232,0.175,6.0,35.0,1.92
"fc1_weight[27, 1]",0.005,0.435,-0.635,0.883,0.204,0.154,5.0,35.0,2.42
"fc1_weight[27, 2]",0.124,0.301,-0.515,0.657,0.076,0.055,14.0,80.0,1.2
"fc1_weight[27, 3]",0.343,0.567,-0.759,1.317,0.237,0.177,6.0,22.0,1.83
fc1_weight_precision,2.913,0.954,1.353,4.702,0.332,0.244,8.0,37.0,1.42
fc2_bias[0],-0.595,0.806,-2.107,0.92,0.163,0.117,22.0,88.0,1.14
fc2_bias_precision,1.119,1.021,0.003,2.978,0.04,0.029,357.0,692.0,1.02
"fc2_weight[0, 0]",-0.623,0.35,-1.267,-0.168,0.146,0.109,6.0,39.0,1.91
"fc2_weight[0, 1]",-0.096,0.528,-0.946,0.841,0.21,0.156,7.0,104.0,1.57
"fc2_weight[0, 2]",0.232,0.695,-0.959,1.311,0.302,0.226,6.0,48.0,1.85
"fc2_weight[0, 3]",-0.341,0.421,-0.943,0.568,0.165,0.123,7.0,35.0,1.57
"fc2_weight[0, 4]",0.046,0.318,-0.645,0.387,0.152,0.115,6.0,21.0,1.94
"fc2_weight[0, 5]",0.016,0.685,-1.041,1.142,0.326,0.248,5.0,19.0,2.52
"fc2_weight[0, 6]",-0.375,0.459,-1.068,0.784,0.125,0.09,15.0,55.0,1.21
"fc2_weight[0, 7]",-0.089,0.598,-1.03,1.001,0.262,0.197,6.0,48.0,1.95
"fc2_weight[0, 8]",-0.135,0.399,-0.813,0.373,0.187,0.142,5.0,27.0,2.22
"fc2_weight[0, 9]",-0.001,0.644,-1.225,1.124,0.3,0.227,5.0,20.0,2.6
"fc2_weight[0, 10]",-0.126,0.359,-0.931,0.451,0.096,0.07,11.0,30.0,1.52
"fc2_weight[0, 11]",-0.194,0.523,-1.024,0.783,0.24,0.181,5.0,18.0,2.14
"fc2_weight[0, 12]",-0.029,0.334,-0.687,0.584,0.138,0.103,6.0,12.0,2.11
"fc2_weight[0, 13]",0.328,0.56,-0.759,1.206,0.268,0.204,5.0,13.0,2.77
"fc2_weight[0, 14]",0.108,0.545,-0.873,0.892,0.197,0.145,10.0,95.0,1.56
"fc2_weight[0, 15]",0.365,0.464,-0.438,1.093,0.193,0.144,7.0,27.0,1.5
"fc2_weight[0, 16]",-0.233,0.66,-1.364,0.862,0.317,0.242,5.0,17.0,2.69
"fc2_weight[0, 17]",0.0,0.823,-1.311,1.195,0.383,0.29,5.0,32.0,2.15
"fc2_weight[0, 18]",-0.274,0.323,-0.901,0.395,0.09,0.065,10.0,23.0,1.34
"fc2_weight[0, 19]",0.051,0.648,-0.949,1.139,0.247,0.183,9.0,47.0,1.41
"fc2_weight[0, 20]",0.291,0.503,-0.504,1.221,0.239,0.182,5.0,34.0,2.56
"fc2_weight[0, 21]",-0.024,0.576,-1.065,0.873,0.25,0.188,6.0,25.0,1.84
"fc2_weight[0, 22]",-0.079,0.601,-1.249,0.788,0.29,0.22,5.0,17.0,3.09
"fc2_weight[0, 23]",0.047,0.616,-1.312,0.903,0.279,0.21,6.0,29.0,2.1
"fc2_weight[0, 24]",-0.244,0.493,-1.144,0.59,0.228,0.173,5.0,20.0,2.36
"fc2_weight[0, 25]",-0.022,0.368,-0.573,0.567,0.168,0.127,5.0,21.0,2.09
"fc2_weight[0, 26]",-0.326,0.391,-0.95,0.479,0.152,0.112,7.0,16.0,1.58
"fc2_weight[0, 27]",0.081,0.57,-0.765,1.013,0.262,0.198,6.0,29.0,1.95
fc2_weight_precision,2.86,0.988,1.112,4.604,0.169,0.121,36.0,398.0,1.09
noise_precision,23.305,1.621,20.028,26.153,0.622,0.46,7.0,14.0,1.54
